sku,name,currentCategoryName,suggestedCategoryName,suggestedSubcategoryName,suggestedTags,suggestedContext
"1209","MODULO INCELL POCO F6 PRO ","Modulos","Modulos","","modulos|poco|incell",""
"3754","ALCOHOL ISOPROPÍLICO 250CC ALTA","Herramientas e insumos","Herramientas e insumos","ALCOHOL ISOPROPILICO","herramientas e insumos",""
"3253","FLEX DE CARGA IPHONE X BLANCO","Flex de Carga","Flex de Carga","","flex de carga|iphone",""
"1216","ESTAÑO EN PASTA YCS 150C","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos","Producto de herramientas e insumos para tecnico reparador."
"1217","BATERIA NO-POP-UP IPHONE 12","Baterías","Baterias","","baterias|iphone|12",""
"1218","12/ PRO/ PROMAX U2 ","Ic de Carga","","","12",""
"1222","PORTA SIM SAMSUNG A31 AZUL","Porta Sim","Porta Sim","","porta sim|samsung|a31",""
"1224","PORTA SIM IPHONE 13 ROSA","Porta Sim","Porta Sim","","porta sim|iphone|13",""
"1228","MODULO OLED SAMSUNG A24 C/M ","Modulos","Modulos","","modulos|samsung|oled|a24",""
"3755","ALCOHOL ISOPROPÍLICO 1000CC ALTA","Herramientas e insumos","Herramientas e insumos","ALCOHOL ISOPROPILICO","herramientas e insumos",""
"1161","MODULO SOFT OLED C/M SAMSUNG NOTE 10 PLUS","Modulos","Modulos","","modulos|samsung|oled|note 10 plus",""
"1162","TAG ON JCID FACE ID IPHONE 12/12 PRO ","Tag on","","","iphone|jcid|12|12 pro",""
"1163","MULTICARGADOR RELIFE 309U (6 PUERTOS)","Herramientas e insumos","Herramientas e insumos","","herramientas e insumos|6",""
"1164","CAMARA DE IPHONE 6 ORIGINAL","Camaras","","","iphone|original|6",""
"1169","ALTAVOZ SAMSUNG M52","Parlante","Parlante","","parlante|samsung|m52",""
"3255","FLEX DE CARGA IPHONE 7G","Flex de Carga","Flex de Carga","","flex de carga|iphone",""
"3223","CAMARA FRONTAL IPHONE 14 PRO","Camaras","Camaras","","camaras|iphone|14 pro","Es camara completa del equipo, no visor/lente externo de camara."
"1174","BATERIA GENERICA IPHONE 8 PLUS","Baterías","Baterias","","baterias|iphone|8 plus",""
"1175","GLASS + OCA MOTOROLA G9 PLUS","Glass","Glass","","glass|motorola|moto|g9 plus","Es glass/tactil/OCA, no modulo completo de pantalla."
"1177","FLUX AMTECH NC-SSA 10CC","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos","Producto de herramientas e insumos para tecnico reparador."
"3176","PARTANTE USADO IPH 12","Parlante","","","12",""
"1181","PORTA SIM IPHONE XS MAX NEGRO","Porta Sim","Porta Sim","","porta sim|iphone",""
"1182","MODULO SAMSUNG GALAXY S20 ULTRA OLED C/M","Modulos","Modulos","","modulos|samsung|oled|s20 ultra",""
"1183","MODULO JCID IPHONE 14 PRO MAX","Modulos","Modulos","","modulos|iphone|jcid|14 pro max",""
"1184","PLACA DE CARGA VEZR TCL V40 NXTPAPER","Placa de Carga","Placa de Carga","","placa de carga|tcl|vezr",""
"1186","PORTA SIM SAMSUNG A04 ROSA","Porta Sim","Porta Sim","","porta sim|samsung|a04",""
"1187","TAPA DE IPHONE 16 ROSA CON MAGSAFE","Tapas","Tapas","","tapas|iphone|16",""
"1200","BATERIA GENERICA IPHONE 12 PRO MAX","Baterías","Baterias","","baterias|iphone|12 pro max",""
"1205","BATERIA DIAGNOSTICO IPHONE 13 PRO","Baterías","Baterias","","baterias|iphone|13 pro",""
"1206","FPC  SAMSUNG S21 ULTRA","FPC","","","samsung|s21 ultra",""
"1207","MODULO WEZ PARTS MOTO G10 / G20 / G30 C/M ","Modulos","Modulos","","modulos|moto|g10|g20|g30",""
"1213","VISOR DE CAMARA XIAOMI NOTE 10 PRO MAX","Visor de Camara","Visor de Camara","","visor de camara|xiaomi|note 10 pro max|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1214","MODULO INCELL HUAWEI P8 LITE","Modulos","Modulos","","modulos|huawei|incell",""
"3744","FLEX HUELLA SAMSUNG A53 ","Sensor Huella","","","samsung|a53",""
"1225","VISOR DE CAMARA LG K61","Visor de Camara","Visor de Camara","","visor de camara|lg|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1226","TAPA DE IPHONE 16 PRO CON MAGSAFE DORADO","Tapas","Tapas","","tapas|iphone|16 pro",""
"1227","MODULO SAMSUNG S23 FE OLED C/M ","Modulos","Modulos","","modulos|samsung|oled|s23 fe",""
"1158","DESTORNILLADOR RELIFE RL 728 2D 0.8","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos|728|0|8",""
"1159","MODULO SUNLONG FHD IPHONE XR","Modulos","Modulos","","modulos|iphone|sunlong|fhd",""
"1165","TAPA NEGRA SAMSUNG A52 ","Tapas","Tapas","","tapas|samsung|a52",""
"1166","MODULO OLED MOTO G31 / G41 / G71 HD S/M ","Modulos","Modulos","","modulos|moto|oled|g31|g41|g71",""
"1170","TAPA DE IPHONE 16 PRO MAX ORIGINAL CON MAGSAFE NEGRO","Tapas","Tapas","","tapas|iphone|original|16 pro max",""
"3546","PLACA DE CARGA TCL 30 SE","Placa de Carga","Placa de Carga","","placa de carga|tcl|30",""
"3091","KIT BLINDAJE IPHONE XS","Blindajes","","","iphone",""
"1176","KIT DE DESTORNILLADORES YAXUN YX806-14","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos|14",""
"3331","MODULO SVC G7 PLAY S/M","Modulos","Modulos","","modulos|g7 play",""
"1188","ALTAVOZ SAMSUNG A25","Parlante","Parlante","","parlante|samsung|a25",""
"1193","PORTA SIM SAMSUNG A54 GRIS","Porta Sim","Porta Sim","","porta sim|samsung|a54",""
"1197","MODULO LCD TCL 10 SE / ALC 3X / 5X S/M","Modulos","Modulos","","modulos|tcl|10",""
"1203","GLASS + OCA MOTOROLA G7 POWER","Glass","Glass","","glass|motorola|moto|g7 power","Es glass/tactil/OCA, no modulo completo de pantalla."
"1211","FPC SAMSUNG M32","FPC","","","samsung|m32",""
"3693","PIN DE CARGA C7/X230 K4 2017/E6 PLUS/E6 PLAY/E7 PLUS X5","Pines de Carga","","","e6 plus|e6 play|e7 plus",""
"1215","BATERÍA VEZR SAMSUNG A15 5G / EB-BA156ABY","Baterías","Baterias","","baterias|samsung|vezr|a15 5g",""
"3726","FLEX HUELLA SAMSUNG A06 NEGRO ","Flex home","","","samsung|a06",""
"3773","TAPA DE IPHONE 16 PRO CON MAGSAFE GRIS OSCURO","Tapas","Tapas","","tapas|iphone|16 pro",""
"1219","PARLANTE MI 12T PRO","Parlante","Parlante","","parlante",""
"1220","FLUX EN PASTA M52 AMAOE","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos|m52","Producto de herramientas e insumos para tecnico reparador."
"1223","VISOR DE CAMARA XIAOMI REDMI NOTE 8 PRO","Visor de Camara","Visor de Camara","","visor de camara|xiaomi|redmi|note 8 pro|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1235","VISOR DE CAMARA IPHONE 14 PRO","Visor de Camara","Visor de Camara","","visor de camara|iphone|14 pro|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1237","FLEX POWER IPHONE 8 PLUS","Power Flex","","","iphone|8 plus",""
"1241","TAPA DE IPHONE 15 PRO CON MAGSAFE AZUL OSCURO","Tapas","Tapas","","tapas|iphone|15 pro",""
"1248","MODULO VEZR XIAOMI REDMI 13C C/M","Modulos","Modulos","","modulos|xiaomi|redmi|vezr",""
"1250","MODULO OLED POP 7 BF6 S/M ","Modulos","Modulos","","modulos|oled|7",""
"1252","FPC SAMSUNG S24 ULTRA ","FPC","","","samsung|s24 ultra",""
"1254","CAMARA TRASERA SAMSUNG A25 VERDE","Camaras","Camaras","","camaras|samsung|a25","Es camara completa del equipo, no visor/lente externo de camara."
"1256","FLEX POWER  VEZR RL C51/C52","Power Flex","","","vezr",""
"1257","GLASS + OCA XIAOMI REDMI A1","Glass","Glass","","glass|xiaomi|redmi|a1","Es glass/tactil/OCA, no modulo completo de pantalla."
"3453","FLEX POWER TCL 20 SE","Power Flex","","","tcl|20",""
"3405","FLEX HOME + JACK AURICULAR (AUDIO) SAMSUNG GALAXY J7 2016 / SM-J710 / J710M / J710F","Flex home","","","samsung|j7|j710",""
"1260","MODULO OLED SPARK 10 PRO S/M","Modulos","Modulos","","modulos|oled|10 pro",""
"1261","GLASS + OCA KG 2017","Glass","Glass","","glass","Es glass/tactil/OCA, no modulo completo de pantalla."
"1263","MODULO OLED SUNLONG IPHONE 11 PRO MAX","Modulos","Modulos","","modulos|iphone|sunlong|oled|11 pro max",""
"1264"," PLACA DE CARGA VEZR XIAOMI REDMI 9A/9C/10A TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|vezr|turbo",""
"1267","MODULO SUNLONG OLED SAM A31 C/M","Modulos","Modulos","","modulos|sunlong|oled|a31",""
"1278","TAPA IPHONE 16 PRO MAX GRIS OSCURO magsafe","Tapas","Tapas","","tapas|iphone|16 pro max",""
"1279","PLACA DE CARGA VEZR TCL L10 LITE TURBO ","Placa de Carga","Placa de Carga","","placa de carga|tcl|vezr|turbo",""
"1281","PASTA TERMICA AMAOE TG-4","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos|4",""
"3339","MODULO SVC SAMSUNG GALAXY S20 FE C/M","Modulos","Modulos","","modulos|samsung|s20 fe",""
"1291","GLASS + OCA SAMSUNG S6 EDGE BLANCO","Glass","Glass","","glass|samsung|s6","Es glass/tactil/OCA, no modulo completo de pantalla."
"3795","POWER FLEX SAMSUNG A03 CORE","Power Flex","","","samsung|a03",""
"1293","ALTAVOZ SAMSUNG A04E ","Parlante","Parlante","","parlante|samsung",""
"1295","CAMARA FRONTAL SAMUNG A25","Camaras","Camaras","","camaras|a25","Es camara completa del equipo, no visor/lente externo de camara."
"3717","MODULO LCD E22/E22I  S/M","Modulos","Modulos","","modulos|e22",""
"1297","MODULO SVC SAMSUNG A53 CM","Modulos","Modulos","","modulos|samsung|a53",""
"1232","ALTAVOZ XIAOMI REDMI NOTE 13 5G","Parlante","Parlante","","parlante|xiaomi|redmi|note 13 5g",""
"1234","BATERIA GENERICA IPHONE 13","Baterías","Baterias","","baterias|iphone|13",""
"1240","MODULO OLED ZTE V60 S/M","Modulos","Modulos","","modulos|zte|oled",""
"1244","FLEX MAIN SAMSUNG A7 2018 (A750)","Main Flex","Main Flex","","main flex|samsung|a7|a750",""
"1246","BRUCELA (PINZA)2UUL T111","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos",""
"1247","MODULO DE IPHONE 13 PRO ORIGINAL 100%","Modulos","Modulos","","modulos|iphone|original|13 pro|100",""
"3779","BATERIA MECHANIC SAMSUNG S23 / EB-BS912ABY","Baterías","Baterias","","baterias|samsung|mechanic|s23",""
"1255","VIDRIO OCA 15 PRO MAX","Glass","Glass","","glass|15 pro max","Es glass/tactil/OCA, no modulo completo de pantalla."
"3559","PLACA DE CARGA SAMSUNG A5 (AAA)","Placa de Carga","Placa de Carga","","placa de carga|samsung|aaa|a5",""
"3521","PLACA DE CARGA XIAOMI REDMI NOTE 8 (AAA)","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|aaa|note 8",""
"1266","TAPA MOTOROLA E22 NEGRO","Tapas","Tapas","","tapas|motorola|moto|e22",""
"3739","FLEX POWER + HUELLA SAMSUNG A25 VERDE","Power Flex","","","samsung|a25",""
"1273","FLUX ORGANICO ALTA","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos","Producto de herramientas e insumos para tecnico reparador."
"1274","VISOR DE CAMARA IPHONE XR","Visor de Camara","Visor de Camara","","visor de camara|iphone|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1276","MODULO FHD MOTO EDGE 30 FUSION S/M XT2243","Modulos","Modulos","","modulos|moto|fhd|edge 30",""
"1277","FLEX DE CARGA VEZR IPHONE 12 PRO MAX","Flex de Carga","Flex de Carga","","flex de carga|iphone|vezr|12 pro max",""
"1280","TAPA DE IPHONE 16 PRO MAX CON MAGSAFE BLANCO","Tapas","Tapas","","tapas|iphone|16 pro max",""
"1284","BOQUILLA DE ESTACION DE CAUTIN GRIFFIN","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos","Producto de herramientas e insumos para tecnico reparador."
"1285"," MODULO LCD TCL 20B/20R 5G/30XE 5G S/M","Modulos","Modulos","","modulos|tcl",""
"3329","MODULO SVC A01 CORE S/M","Modulos","Modulos","","modulos|a01",""
"1287","FLEX DE CARGA ORIG IPHONE 13","Flex de Carga","Flex de Carga","","flex de carga|iphone|13",""
"1288","VISOR DE CAMARA SAMSUNG A23","Visor de Camara","Visor de Camara","","visor de camara|samsung|a23|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1289","VISOR DE CAMARA IPHONE 12","Visor de Camara","Visor de Camara","","visor de camara|iphone|12|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"3507","TAPAS SAMSUNG A03 AZUL","Tapas","Tapas","","tapas|samsung|a03",""
"3061","TAPA XIAOMI REDMI MI A3 BLANCO","Tapas","Tapas","","tapas|xiaomi|redmi|a3",""
"1296","MODULO SUNLONG IPHONE 13 PRO MAX FHD","Modulos","Modulos","","modulos|iphone|sunlong|fhd|13 pro max",""
"3771","GLASS + OCA POCO M8","Glass","Glass","","glass|poco|m8","Es glass/tactil/OCA, no modulo completo de pantalla."
"1231","GLASS + OCA LG K50S","Glass","Glass","","glass|lg","Es glass/tactil/OCA, no modulo completo de pantalla."
"1233","BATERIA VEZR BN46","Baterías","Baterias","","baterias|vezr",""
"1236","TAPAS XIAOMI REDMI 9A GRIS","Tapas","Tapas","","tapas|xiaomi|redmi",""
"3327","MODULO SVC (OLED) G8 POWER LITE S/M","Modulos","Modulos","","modulos|oled|g8 power",""
"1238","MODULO OLED G8 POWER LITE C/M","Modulos","Modulos","","modulos|oled|g8 power",""
"1242","PLACA DE CARGA VEZR MOTO E13","Placa de Carga","Placa de Carga","","placa de carga|moto|vezr|e13",""
"1243","MULTICARGADOR SUNSHINE SS-304Q","Herramientas e insumos","Accesorios","","accesorios",""
"1258","GLASS 2P9300 NEGRO","Glass","Glass","","glass","Es glass/tactil/OCA, no modulo completo de pantalla."
"1259","VISOR DE CAMARA SAMSUNG A34","Visor de Camara","Visor de Camara","","visor de camara|samsung|a34|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1262","FLEX HUELLA MOTO E5 PLAY","Sensor Huella","","","moto|e5 play",""
"3610","TAPAS IPHONE 13 AZUL OSCURO","Tapas","Tapas","","tapas|iphone|13",""
"1271","ALTAVOZ XIAOMI REDMI NOTE 13 4G","Parlante","Parlante","","parlante|xiaomi|redmi|note 13 4g",""
"1272","PLACA DE CARGA VEZR XIAOMI REDMI 12C TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|vezr|turbo",""
"3749","FLEX POWER + HUELLA SAMSUNG A22 4G BLANCO","Power Flex","","","samsung|a22 4g",""
"3604","TAPA IPHONE 11 AMARILLO","Tapas","Tapas","","tapas|iphone|11",""
"1275","BATERIA PLC MOTOROLA  KG40 E40 / G8 PLAY ","Baterías","Baterias","","baterias|motorola|moto|e40|g8 play",""
"1282","VISOR DE CAMARA SAMSUNG NOTE 20","Visor de Camara","Visor de Camara","","visor de camara|samsung|note 20|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1283","TAPA NEGRA SAMSUNG A32 4G","Tapas","Tapas","","tapas|samsung|a32 4g",""
"3249","FLEX DE CARGA IPHONE 6S ","Flex de Carga","Flex de Carga","","flex de carga|iphone",""
"1286","TAPAS MOTOROLA G5 NEGRO","Tapas","Tapas","","tapas|motorola|moto|g5",""
"1290","FLEX MAIN SAMSUNG Z FLIP 3","Main Flex","Main Flex","","main flex|samsung|3",""
"1292","MODULO LG OPTIMUS S/M","Modulos","Modulos","","modulos|lg",""
"1294","MODULO VEZR MOTOROLA G15 C/M","Modulos","Modulos","","modulos|motorola|moto|vezr|g15",""
"1298","FLEX DE CARGA VEZR IPHONE 8G","Flex de Carga","Flex de Carga","","flex de carga|iphone|vezr",""
"1229","GLAS + OCA A01 CORE ","Glass","Glass","","glass|a01","Es glass/tactil/OCA, no modulo completo de pantalla."
"1230","CAJA ORGANIZADORA SUNSHINE DE 48 CASILLAS SS-001C","Herramientas e insumos","","","48",""
"3324","MODULO VEZR XIAOMI REDMI A3 / A3X C/M","Modulos","Modulos","","modulos|xiaomi|redmi|vezr|a3",""
"1239","MODULO VEZR XIAOMI REDMI NOTE 13 PRO 5G C/M ","Modulos","Modulos","","modulos|xiaomi|redmi|vezr|note 13 pro",""
"3679","BATERIA FOXCONN IPHONE X","Baterías","Baterias","","baterias|iphone|foxconn",""
"1245","FLEX DE CARGA IPHONE 14 PRO MAX ","Flex de Carga","Flex de Carga","","flex de carga|iphone|14 pro max",""
"1249","ESTACIÓN DE CALOR QUICK K8","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos","Producto de herramientas e insumos para tecnico reparador."
"1251","BATERIA PLC XIAOMI BN5P REDMI NOTE 13 5G","Baterías","Baterias","","baterias|xiaomi|redmi|note 13 5g",""
"1253","FLEX MAIN SAMSUNG A32 4G ","Main Flex","Main Flex","","main flex|samsung|a32 4g",""
"3419","SENSOR DE HUELLA SM A72","Sensor Huella","","","a72",""
"3609","TAPA IPHONE 12 PRO DORADO","Tapas","Tapas","","tapas|iphone|12 pro",""
"3734","FLEX POWER + HUELLA SAMSUNG A22 4G VERDE","Power Flex","","","samsung|a22 4g",""
"1268","  PIN DE CARGA G7POWER/G8PLAY/G30/G20/G10/G50/G60/G605","Pines de Carga","","","g7power|g8play|g30|g20",""
"1269","ALTAVOZ SAMSUNG A53","Parlante","Parlante","","parlante|samsung|a53",""
"1270","PLACA DE CARGA SUN XIAOMI REDMI 14C TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|turbo",""
"3432","FLEX POWER SAMSUNG A23 NEGRO","Power Flex","","","samsung|a23",""
"3694","MODULO SUNLONG OLED MOTO G60S C/M","Modulos","Modulos","","modulos|moto|sunlong|oled",""
"3112","TAG ON JCID FACE ID IPHONE 12 PRO MAX ","Tag on","","","iphone|jcid|12 pro max",""
"1301","CAMARA FRONTAL SAMSUNG A03 CORE","Camaras","Camaras","","camaras|samsung|a03","Es camara completa del equipo, no visor/lente externo de camara."
"1303","MODULO SAMSUNG GALAXY S23 ULTRA SOFT OLED  C/M","Modulos","Modulos","","modulos|samsung|oled|s23 ultra",""
"3396","CAMARA TRASERA XIAOMI REDMI 13C","Camaras","Camaras","","camaras|xiaomi|redmi","Es camara completa del equipo, no visor/lente externo de camara."
"1312","GLASS + OCA SAMSUNG A6 PLUS","Glass","Glass","","glass|samsung|a6 plus","Es glass/tactil/OCA, no modulo completo de pantalla."
"1313","VISOR DE CAMARA MOTO EDGE 40 NEO","Visor de Camara","Visor de Camara","","visor de camara|moto|edge 40 neo|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1322","VISOR DE CAMARA MOTO G10 / G20 / G30 AZUL","Visor de Camara","Visor de Camara","","visor de camara|moto|g10|g20|g30|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1332","PLACA DE CARGA XIAOMI NOTE 13 PRO 4G TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|turbo|note 13 pro",""
"3675","TAG ON JCID FACE ID IPHONE 11 ","Tag on","","","iphone|jcid|11",""
"1346","GLASS + OCA XIAOMI REDMI 5","Glass","Glass","","glass|xiaomi|redmi|5","Es glass/tactil/OCA, no modulo completo de pantalla."
"1347","GLASS + OCA SAMSUNG A42","Glass","Glass","","glass|samsung|a42","Es glass/tactil/OCA, no modulo completo de pantalla."
"3032","TAPA SONY XPERIA Z3 DORADO","Tapas","Tapas","","tapas",""
"3530","PLACA DE CARGA SPARE PARTS LG K22","Placa de Carga","Placa de Carga","","placa de carga|lg",""
"3654","FLEX POWER MOTOROLA G10/G20/G30","Power Flex","","","motorola|moto|g10|g20|g30",""
"1305","MODULO JCID IPHONE 13 PRO","Modulos","Modulos","","modulos|iphone|jcid|13 pro",""
"3788","BATERIA TCL 10SE / TLP038D1","Baterías","Baterias","","baterias|tcl",""
"3740","FLEX POWER + HUELLA SAMSUNG A25/A15 NEGRO","Power Flex","","","samsung|a25|a15",""
"1311","VISOR DE CAMARA SAMSUNG  A33/A53/A73","Visor de Camara","Visor de Camara","","visor de camara|samsung|a33|a53|a73|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1315","ic de carga hydra del 8 al 11 pro max ","Ic de Carga","","","8|11 pro max",""
"1317","FLEX DE CARGA VEZR IPHONE 7 PLUS ","Flex de Carga","Flex de Carga","","flex de carga|iphone|vezr|7 plus",""
"1320","ALTAVOZ SAMSUNG A16","Parlante","Parlante","","parlante|samsung|a16",""
"1325","PLACA DE CARGA BEST SAMSUNG M31","Placa de Carga","Placa de Carga","","placa de carga|samsung|best|m31",""
"1326","PLACA DE CARGA SVC Z FLIP 4 ","Placa de Carga","Placa de Carga","","placa de carga|4",""
"1327","ALTAVOZ XIAOMI REDMI NOTE 12","Parlante","Parlante","","parlante|xiaomi|redmi|note 12",""
"1328","PLACA DE CARGA VEZR XIAOMI NOTE 10 5G TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|vezr|turbo|note 10 5g",""
"1334","ALTAVOZ SAMSUNG A04E","Parlante","Parlante","","parlante|samsung",""
"1339","PLACA DE CARGA VEZR SAMSUNG A03S ","Placa de Carga","Placa de Carga","","placa de carga|samsung|vezr",""
"1345","CAMARA TRASERA IPHONE 14","Camaras","Camaras","","camaras|iphone|14","Es camara completa del equipo, no visor/lente externo de camara."
"3730","FLEX POWER + HUELLA SAMSUNG A25 CREMA","Power Flex","","","samsung|a25",""
"3121","FLEX FLASH IPHONE 14 PRO","Flash Flex","","","iphone|14 pro",""
"1353","PLACA DE CARGA SUN SAMSUNG A04E (A042)","Placa de Carga","Placa de Carga","","placa de carga|samsung|a042",""
"1354","TAPA DE IPHONE 16 PRO MAX ORIGINAL CON MAGSAFE GRIS CLARO","Tapas","Tapas","","tapas|iphone|original|16 pro max",""
"1359","BATERIA VEZR SAM S20 FE/A52/A52S","Baterías","Baterias","","baterias|vezr|s20 fe|a52",""
"1361","ALTAVOZ SAMSUNG A33","Parlante","Parlante","","parlante|samsung|a33",""
"1362","PLACA DE CARGA XIAOMI REDMI NOTE 10 PLUS (TURBO)","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|turbo|note 10 plus",""
"3132","FLEX POWER MECHANIC IPHONE 13 PRO","Power Flex","Herramientas e insumos","","herramientas e insumos|iphone|mechanic|13 pro",""
"1299","MODULO 1° LINEA MOTO E6 NEGRO S/M ","Modulos","Modulos","","modulos|moto|1|e6",""
"1302","HOLDER INTERPOSER P/ REBALLING DEL IPH X AL 16 AMAOE","Herramientas e insumos","Herramientas e insumos","","herramientas e insumos|16",""
"1304","ESTACION DE CALOR AIFEN F5 PRO ","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos","Producto de herramientas e insumos para tecnico reparador."
"3678","PLACA DE CARGA VEZR SAMSUNG S24 ULTRA","Placa de Carga","Placa de Carga","","placa de carga|samsung|vezr|s24 ultra",""
"1308","FLEX MAIN VEZR XIAOMI NOTE10/10S","Main Flex","Main Flex","","main flex|xiaomi|vezr|note10",""
"3456","FLEX HUELLA  SM A11","Sensor Huella","","","a11",""
"3240","CAMARA FRONTAL SUN IPHONE 12 PRO MAX","Camaras","Camaras","","camaras|iphone|12 pro max","Es camara completa del equipo, no visor/lente externo de camara."
"3380","CAMARA TRASERA SM A34","Camaras","Camaras","","camaras|a34","Es camara completa del equipo, no visor/lente externo de camara."
"1314","BATERIA VEZR SAMSUNG S21 PLUS","Baterías","Baterias","","baterias|samsung|vezr|s21 plus",""
"1316","BATERÍA PLC BN-5P","Baterías","Baterias","","baterias",""
"1318","MODULO SUNLONG OLED A54 5G","Modulos","Modulos","","modulos|sunlong|oled|a54 5g",""
"1321","BATERIA DIAGNOSTICO IPHONE 13 PRO MAX","Baterías","Baterias","","baterias|iphone|13 pro max",""
"1323","CAJA ORGANIZADORA DE CELULARES DE 24 SUNSHINE SS-001B","Herramientas e insumos","","","24",""
"1324","MODULO VEZR SAMSUNG A06 5G C/M ","Modulos","Modulos","","modulos|samsung|vezr|a06 5g",""
"1333","FLEX MAIN SAMSUNG A72 ","Main Flex","Main Flex","","main flex|samsung|a72",""
"1335","CAMARA TRASERA A22 5G","Camaras","Camaras","","camaras|a22 5g","Es camara completa del equipo, no visor/lente externo de camara."
"1336","PLACA DE CARGA SVC SAMSUNG S21 FE (CAJITA)","Placa de Carga","Placa de Carga","","placa de carga|samsung|s21 fe",""
"1340","GLASS + OCA TCL 30SI","Glass","Glass","","glass|tcl","Es glass/tactil/OCA, no modulo completo de pantalla."
"1342","MODULO SOFT OLED C/M SAMSUNG NOTE 10 ","Modulos","Modulos","","modulos|samsung|oled|note 10",""
"1344","BATERIA DIAGNOSTICO IPHONE 13 MINI","Baterías","Baterias","","baterias|iphone|13",""
"3017","BATERIA GENERIC SAMSUNG SM-G930 S7 FLAT / EB-BG930ABA","Baterías","Baterias","","baterias|samsung|g930|s7",""
"1351","MODULO SUNLONG OLED IPHONE 8 PLUS BLANCO","Modulos","Modulos","","modulos|iphone|sunlong|oled|8 plus",""
"3043","TAPAS MOTOROLA EDGE GRIS OSCURO20 LITE","Tapas","Tapas","","tapas|motorola|moto",""
"3143","FLEX POWER IPHONE 14 PRO","Power Flex","","","iphone|14 pro",""
"1357","MODULO SUNLONG OLED IPHONE 11 PRO","Modulos","Modulos","","modulos|iphone|sunlong|oled|11 pro",""
"1358","PLACA DE CARGA VEZR MOTO E6I/E6S TURBO","Placa de Carga","Placa de Carga","","placa de carga|moto|vezr|turbo",""
"1360","PLACA DE CARGA SUN G52/G82","Placa de Carga","Placa de Carga","","placa de carga|g52|g82",""
"1363","VISOR DE CAMARA K42/k52","Visor de Camara","Visor de Camara","","visor de camara|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1364","VISOR DE CAMARA IPHONE XS","Visor de Camara","Visor de Camara","","visor de camara|iphone|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1365","MODULO OLED TCL 20Y/20E","Modulos","Modulos","","modulos|tcl|oled",""
"1366","PLACA DE CARGA MECHANIC A01","Placa de Carga","Placa de Carga","","placa de carga|mechanic|a01",""
"1300","PLACA DE CARGA BEST SAMSUNG A24 4G TURBO","Placa de Carga","Placa de Carga","","placa de carga|samsung|best|turbo|a24 4g",""
"3732","FLEX POWER + HUELLA SAMSUNG A15 BLANCO","Power Flex","","","samsung|a15",""
"1306","KIT DE BLINDAJES IPHONE 11 PRO ","Blindajes","","","iphone|11 pro",""
"3791","POWER FLEX REDMI A2 LITE ","Power Flex","","","redmi|a2 lite",""
